is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,https://polianna-kg.org/Ontology#contains_instrument,https://polianna-kg.org/Ontology#contains_objective,https://polianna-kg.org/Ontology#contains_monitoring_form,https://polianna-kg.org/Ontology#contains_sanctioning_form,https://polianna-kg.org/Ontology#addresses,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,file_path,file_size,triple_count,cleaned,article_id,model,strategy,file_name,syntax_error_message
True,0,0.25,0.04,0.06896551724137932,1.0,3.0,24.0,0.5,0.4,0.4444444444444445,2.0,2.0,3.0,4.0,1.0,0.1,0.18181818181818182,1.0,0.0,9.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",1.0,0.125,0.2222222222222222,1.0,0.0,7.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73/32019L0944_o3-mini-2025-01-31_zero-shot_20250410_233344.ttl,1400,4,False,EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73,o3-mini-2025-01-31,zero-shot,32019L0944_o3-mini-2025-01-31_zero-shot_20250410_233344.ttl,
True,0,0.6111111111111112,0.44,0.5116279069767442,11.0,7.0,14.0,1.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,0.8,0.888888888888889,8.0,0.0,2.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",1.0,0.75,0.8571428571428571,6.0,0.0,2.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73/32019L0944_gpt-4o-2024-08-06_few-shot_20250409_112651.ttl,1417,18,False,EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73,gpt-4o-2024-08-06,few-shot,32019L0944_gpt-4o-2024-08-06_few-shot_20250409_112651.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73/32019L0944_llama3.1:70b_few-shot_20250409_231435.ttl,1610,0,False,EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73,llama3.1:70b,few-shot,32019L0944_llama3.1:70b_few-shot_20250409_231435.ttl,"at line 7 of <>:
Bad syntax (Prefix ""xsd:"" not bound) at ^ in:
""...b' and of the Council"" ;\n  eli:date_publication ""2019-06-05""^^'^b'xsd:date ;\n  eli:isRepealedBy <http://data.europa.eu/eli/dir'..."""
True,0,0.7333333333333333,0.44,0.5499999999999999,11.0,4.0,14.0,1.0,0.8,0.888888888888889,4.0,0.0,1.0,4.0,1.0,0.8,0.888888888888889,8.0,0.0,2.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",1.0,0.75,0.8571428571428571,6.0,0.0,2.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73/32019L0944_o3-mini-2025-01-31_few-shot_20250410_233447.ttl,1864,15,False,EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73,o3-mini-2025-01-31,few-shot,32019L0944_o3-mini-2025-01-31_few-shot_20250410_233447.ttl,
True,0,0.6363636363636364,0.56,0.5957446808510639,14.0,8.0,11.0,1.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,0.9,0.9473684210526316,9.0,0.0,1.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",1.0,0.875,0.9333333333333333,7.0,0.0,1.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73/32019L0944_o3-mini-2025-01-31_one-shot_20250410_233415.ttl,2310,22,False,EU_32019L0944_Title_0_Chapter_7_Section_5_Article_73,o3-mini-2025-01-31,one-shot,32019L0944_o3-mini-2025-01-31_one-shot_20250410_233415.ttl,
True,0,0.14285714285714285,0.050505050505050504,0.07462686567164178,5.0,30.0,94.0,0.5,0.9,0.6428571428571429,9.0,9.0,1.0,18.0,0.3181818181818182,0.21212121212121213,0.2545454545454546,7.0,15.0,26.0,"{'contains_instrument_precision': 0.42857142857142855, 'contains_instrument_recall': 1.0, 'contains_instrument_f1_score': 0.6, 'contains_instrument_true_positives': 3, 'contains_instrument_false_positives': 4, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0.0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 1, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0.0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 1, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0.0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 1, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 1.0, 'addresses_recall': 1.0, 'addresses_f1_score': 1.0, 'addresses_true_positives': 1, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",1.0,0.04,0.07692307692307693,1.0,0.0,24.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_gpt-4o-2024-08-06_zero-shot_20250409_112700.ttl,2076,35,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,gpt-4o-2024-08-06,zero-shot,32018R1999_gpt-4o-2024-08-06_zero-shot_20250409_112700.ttl,
True,0,0.2978723404255319,0.1414141414141414,0.1917808219178082,14.0,33.0,85.0,0.6666666666666666,0.8,0.7272727272727272,8.0,4.0,2.0,12.0,0.4782608695652174,0.3333333333333333,0.3928571428571428,11.0,12.0,22.0,"{'contains_instrument_precision': 1.0, 'contains_instrument_recall': 0.6666666666666666, 'contains_instrument_f1_score': 0.8, 'contains_instrument_true_positives': 2, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 1}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.5, 'addresses_recall': 1.0, 'addresses_f1_score': 0.6666666666666666, 'addresses_true_positives': 1, 'addresses_false_positives': 1, 'addresses_false_negatives': 0}",0.4166666666666667,0.2,0.2702702702702703,5.0,7.0,20.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_gpt-4o-2024-08-06_one-shot_20250409_112712.ttl,3180,47,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,gpt-4o-2024-08-06,one-shot,32018R1999_gpt-4o-2024-08-06_one-shot_20250409_112712.ttl,
True,0,0.3939393939393939,0.13131313131313133,0.19696969696969696,13.0,20.0,86.0,0.7,0.7,0.7,7.0,3.0,3.0,10.0,0.5789473684210527,0.3333333333333333,0.4230769230769231,11.0,8.0,22.0,"{'contains_instrument_precision': 1.0, 'contains_instrument_recall': 0.6666666666666666, 'contains_instrument_f1_score': 0.8, 'contains_instrument_true_positives': 2, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 1}","{'contains_objective_precision': 1.0, 'contains_objective_recall': 1.0, 'contains_objective_f1_score': 1.0, 'contains_objective_true_positives': 1, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0.0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 1, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 1.0, 'addresses_recall': 1.0, 'addresses_f1_score': 1.0, 'addresses_true_positives': 1, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.5,0.2,0.28571428571428575,5.0,5.0,20.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_gpt-4o-2024-08-06_few-shot_20250409_112718.ttl,2366,33,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,gpt-4o-2024-08-06,few-shot,32018R1999_gpt-4o-2024-08-06_few-shot_20250409_112718.ttl,
True,0,0.0,0.0,0.0,0.0,46.0,99.0,0.08333333333333333,0.1,0.0909090909090909,1.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,18.0,33.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",0.0,0.0,0.0,0.0,11.0,25.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_llama3.1:70b_one-shot_20250409_214103.ttl,4551,46,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,llama3.1:70b,one-shot,32018R1999_llama3.1:70b_one-shot_20250409_214103.ttl,
True,0,0.13636363636363635,0.030303030303030304,0.049586776859504134,3.0,19.0,96.0,0.75,0.3,0.4285714285714285,3.0,1.0,7.0,4.0,0.4,0.12121212121212122,0.186046511627907,4.0,6.0,29.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 0.0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 6, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",0.25,0.08,0.12121212121212122,2.0,6.0,23.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_o3-mini-2025-01-31_one-shot_20250410_233601.ttl,4082,22,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,o3-mini-2025-01-31,one-shot,32018R1999_o3-mini-2025-01-31_one-shot_20250410_233601.ttl,
True,0,0.14285714285714285,0.010101010101010102,0.018867924528301886,1.0,6.0,98.0,0.16666666666666666,0.1,0.125,1.0,5.0,9.0,6.0,0.5,0.030303030303030304,0.05714285714285715,1.0,1.0,32.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",1.0,0.04,0.07692307692307693,1.0,0.0,24.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_o3-mini-2025-01-31_zero-shot_20250410_233526.ttl,8021,7,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,o3-mini-2025-01-31,zero-shot,32018R1999_o3-mini-2025-01-31_zero-shot_20250410_233526.ttl,
True,0,0.12,0.030303030303030304,0.04838709677419355,3.0,22.0,96.0,0.6,0.3,0.4,3.0,2.0,7.0,5.0,0.3333333333333333,0.09090909090909091,0.14285714285714288,3.0,6.0,30.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 0.0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 5, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",0.2857142857142857,0.08,0.125,2.0,5.0,23.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_o3-mini-2025-01-31_few-shot_20250410_233657.ttl,10371,25,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,o3-mini-2025-01-31,few-shot,32018R1999_o3-mini-2025-01-31_few-shot_20250410_233657.ttl,
True,0,0.0,0.0,0.0,0.0,49.0,99.0,0.14285714285714285,0.1,0.11764705882352941,1.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,4.0,33.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0.0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 3}","{'contains_objective_precision': 0, 'contains_objective_recall': 0.0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 1}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 0}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0.0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 1}",0.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,{},True,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_llama3.1:70b_zero-shot_20250409_213902.ttl,2888,49,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,llama3.1:70b,zero-shot,32018R1999_llama3.1:70b_zero-shot_20250409_213902.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04/32018R1999_llama3.1:70b_few-shot_20250409_214237.ttl,4370,0,False,EU_32018R1999_Title_0_Chapter_2_Section_0_Article_04,llama3.1:70b,few-shot,32018R1999_llama3.1:70b_few-shot_20250409_214237.ttl,"at line 1 of <>:
Bad syntax (expected directive or statement) at ^ in:
""b''^b'turtle\n@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax'..."""
True,0,0.21428571428571427,0.12,0.15384615384615383,3.0,11.0,22.0,0.8,0.4444444444444444,0.5714285714285714,4.0,1.0,5.0,5.0,0.5714285714285714,0.2857142857142857,0.38095238095238093,4.0,3.0,10.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 0, 'addresses_false_negatives': 0}",0.4,0.25,0.3076923076923077,2.0,3.0,6.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10/32004L0008_o3-mini-2025-01-31_few-shot_20250410_233824.ttl,1941,14,False,EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10,o3-mini-2025-01-31,few-shot,32004L0008_o3-mini-2025-01-31_few-shot_20250410_233824.ttl,
False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10/32004L0008_llama3.1:70b_one-shot_20250409_213635.ttl,2053,0,False,EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10,llama3.1:70b,one-shot,32004L0008_llama3.1:70b_one-shot_20250409_213635.ttl,"at line 8 of <>:
Bad syntax (Prefix ""dc:"" not bound) at ^ in:
""...b'/32004L0008>\n  a <http://purl.org/vocab/frbr/core#Work> ;\n  '^b'dc:title ""Directive on the promotion of cogeneration based o'..."""
True,0,0.23529411764705882,0.16,0.19047619047619052,4.0,13.0,21.0,0.7142857142857143,0.5555555555555556,0.6250000000000001,5.0,2.0,4.0,7.0,0.6666666666666666,0.42857142857142855,0.5217391304347826,6.0,3.0,8.0,"{'contains_instrument_precision': 0, 'contains_instrument_recall': 0, 'contains_instrument_f1_score': 0, 'contains_instrument_true_positives': 0, 'contains_instrument_false_positives': 0, 'contains_instrument_false_negatives': 0}","{'contains_objective_precision': 0, 'contains_objective_recall': 0, 'contains_objective_f1_score': 0, 'contains_objective_true_positives': 0, 'contains_objective_false_positives': 0, 'contains_objective_false_negatives': 0}","{'contains_monitoring_form_precision': 0, 'contains_monitoring_form_recall': 0.0, 'contains_monitoring_form_f1_score': 0, 'contains_monitoring_form_true_positives': 0, 'contains_monitoring_form_false_positives': 0, 'contains_monitoring_form_false_negatives': 1}","{'contains_sanctioning_form_precision': 0, 'contains_sanctioning_form_recall': 0, 'contains_sanctioning_form_f1_score': 0, 'contains_sanctioning_form_true_positives': 0, 'contains_sanctioning_form_false_positives': 0, 'contains_sanctioning_form_false_negatives': 0}","{'addresses_precision': 0.0, 'addresses_recall': 0, 'addresses_f1_score': 0, 'addresses_true_positives': 0, 'addresses_false_positives': 1, 'addresses_false_negatives': 0}",0.4,0.25,0.3076923076923077,2.0,3.0,6.0,1.0,0.0,{},True,25,/Users/oskarkrafft/Desktop/Projects/LLM-policy-knowledge-graphs/experiments/results/EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10/32004L0008_o3-mini-2025-01-31_one-shot_20250410_233806.ttl,2023,17,False,EU_32004L0008_Title_0_Chapter_0_Section_0_Article_10,o3-mini-2025-01-31,one-shot,32004L0008_o3-mini-2025-01-31_one-shot_20250410_233806.ttl,
